"Guid","Amount","CloseDate","Description","ForecastCategoryName","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","test_field__c"
01142b32-4641-423a-9d5d-9cd41f167f1a,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity pdrei,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01162b4a-d981-4bb5-a563-cba58c32c9aa,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity gkzdq,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01350855-4e87-4906-8974-a1b3932980cb,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity wuezz,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01563012-adde-4155-8ebe-14f35203c723,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity glnma,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
016e414a-4c06-4fa4-af17-dadb1f208884,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity lfjqc,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
016e5ccb-9758-4926-b5a1-63e6fcd9ae66,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity azgmt,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
016e7bc7-f24f-42d5-b2c2-4e741445a914,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity tzgar,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0170c1b5-7028-4541-928a-b7e18f0e550e,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity nqldp,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01717b72-86b0-4164-ba44-8f92ce352b63,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity otcwp,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
018d012d-7983-419a-9ff9-d36381b4f5fe,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity kprkh,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
019fef8b-f1ab-4887-9a94-71c6f996d514,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity dmcco,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01a9956c-0423-40a2-a320-f585560b797e,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity qzlza,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01b3f320-8554-4919-86e4-381d1791ffb7,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity pdaoy,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01c1224d-a0cb-4549-b41d-905e723dadce,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity xhsnz,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01c91404-6641-4d67-bce1-4f2d37061e7b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ktuaf,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01cce12c-66c2-41dd-8f0f-31f21bc696b2,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity aipbc,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01e35372-d468-4802-a114-54445bb87452,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity fvwbe,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
01f5f473-f66e-4223-bd8e-7c9379603345,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity pbnep,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
020e20ff-9b00-4808-854d-060d14ec420a,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity dcgif,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02183041-63f6-44de-821a-f13aa4456fff,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity hvqkw,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
021c8b17-76e9-4008-919b-6256857e0b74,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity teszm,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02208433-eaf2-45a9-92d7-a3c3f7f96a08,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity qzkpp,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0222e244-de6a-481c-9c82-bcb458aa14e5,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity njxfm,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
022d3614-ba83-4082-9f55-7a4e09065b2e,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity jnhtx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
023fc680-fab4-4a8c-bfcc-4ea7859e7dd4,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity mgwdj,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
025f0368-8fc2-4ebe-8502-f80e5fd3218c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity uuuzu,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
026c5689-2960-420e-8538-b34898b7e3b5,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity xahzw,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0270f540-4ae9-494e-b4c9-483c2680179c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity cppqe,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
027e1108-58c4-4ac6-8461-29de08032868,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity prpke,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02852a6a-0b2c-495f-9680-22e40287069a,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity iefra,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0287d8c3-1440-4382-b194-a0222b8c2471,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ubmnd,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0287f8b1-2bae-4b39-a395-39871bbe6e8d,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity izlkc,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02902044-d5a1-4091-a256-612f0cfe7590,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ufjpb,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0298e259-843d-4ee9-9c49-8a74122be1d4,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity jnvyb,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
029a34e2-d290-40dd-b523-6c5a64f4482a,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity knomt,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02a35211-3756-4dd6-bc6c-b5ffe22614ef,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ewsgr,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02ae7816-6d3a-4c94-ac60-85c6e16ae98c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity wuezz,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02b9202e-4039-4ddc-ab1d-42d1351bf5ac,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity woxka,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02b9c08c-e76e-42ad-a2ed-a0543a8d06f3,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity nbyrg,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02c03e7b-9ce7-4095-ae97-b931277cfa0a,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity hojie,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02c72380-b4f2-4fa2-a6eb-81cf67ad709e,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity wuezz,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02ca796f-9f18-4fba-9a56-c0f8e7ee893b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity mulzs,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02cae2a2-fcc3-4e1d-a084-1db06a2503d7,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ldaoo,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02de81ce-fd65-479e-870a-9eca69f68d50,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity hyvhj,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
02e06989-0fb1-458b-bf34-dfd729b56a62,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity evgrx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03161468-9da2-4b8a-995e-14600e6537cf,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ywxpx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0324b678-0fa9-492f-a41a-a0573568fcef,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity kbmdj,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0326819d-6210-4059-b775-2aeca28ac152,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ltmrs,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
033a50ab-7380-4c5f-90b0-f80bfed91717,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity rdmyx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
033bea8f-92c4-4fbf-8a3c-3c661da738ba,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity nxujy,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03453b3a-62e5-41e7-9082-b709130704db,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity gsgjb,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0358865c-005c-4d68-9ad6-736c13f1705f,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity mmkoe,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
035fe5a5-896c-4354-92a2-a75162e8d52b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity cwvbx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
036a57c6-9092-4c1e-bbf4-5f9229d73f08,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity osopg,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
036f61e4-88a9-4e1e-946b-7b1b8f8cf90b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity cxswe,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03939e34-19f4-4fd9-9073-5676bf453ba2,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity rgnfr,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03aee81a-7988-46eb-99c4-bbe186df1a87,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity mcqzx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03af4b3f-632c-43e7-9d69-0a2989c42d4c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity elhzy,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03b94d54-ed80-4c76-939e-2857cca2aa40,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity zpfac,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03c77645-1310-4962-9255-c8cf0c0a0b67,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity efmvs,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03cb089a-eee9-4cba-bf0a-a859765d26a9,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity xlotv,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03cbd3d3-85cd-494e-8991-11d512d3803a,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity evoul,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03d804a2-fc1f-4a46-8447-ae38702f6b19,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity bctrq,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03da2dd2-b685-490d-a46f-a2bcbbfbe72f,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity dvetl,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03db52f6-a7dd-435e-bcd2-da1131efb16d,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity pwbhl,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03e30b77-54c2-4a37-99fa-c9be1074bf1b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity dnpih,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03ec820d-206a-4acf-a872-b3256826f311,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity hjbuq,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03f208b7-476f-4af8-b9b7-986c7b38318e,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity bsbxe,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
03f99bd4-8f3e-4c11-8f4d-efbd48ffc932,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity jnnox,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04074454-adc2-4e1b-810b-6e2dd1344136,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ifvcc,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04238f99-23a3-4e9f-921c-1a3ce2efe716,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity kmzcc,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0425a17f-4da5-40d0-a22e-0beffe2017fb,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity uazqy,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
042e4c10-6017-4447-9085-a88903a7ad38,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity hcojn,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0433433f-41ed-4c5c-a8fb-1bb9c6c1d7ac,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ccwxv,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0441126c-f979-4f74-9bd5-3e245730bbce,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity pfvwy,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04465a1a-75cd-4f68-a3a5-4130f2d64d2c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity najwn,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
044e8b07-52ab-4ac9-af07-4c61e4d16bba,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity jdafm,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04527a0f-f9a2-4358-a098-9ad725d9733b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity thwsi,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
045ca76d-e130-4e1a-be13-18c222826692,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity rjdjg,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04931c00-d57d-430e-beac-f80ef3d4f02c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity prtlx,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04971c85-7c13-4852-8c60-68717e7dd256,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity tdoso,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04b0eebd-cb64-46dd-abf2-042223360b26,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity jdafm,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04cba4be-c915-422d-b072-e44e4b038a77,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity xesnt,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04ceac72-d27f-4d4d-80f4-144043c8bcec,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity eiogs,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04d0d71d-60fc-4382-a6cf-51584c4975d2,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity rmzdh,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04e73b7a-4731-4442-98c0-9971383dfd4d,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity ckstj,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04f384d0-ae1a-4ccf-91d8-778a7c4d9b16,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity tirdz,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
04f52576-a4f5-4d2e-ada9-9d4f6fb62f69,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity neqfq,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
05069d58-04a6-4937-8d9b-60f217f1c211,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity uhlzp,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0510df98-1c12-4ac8-b012-34d7aeeb4175,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity kwgqr,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
051c9753-be93-4fca-b218-458c0cf7686b,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity dmcco,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
051eb587-ce0f-46b0-9cc4-7b40bb73584c,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity fatzv,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
0522d11e-1de7-467f-a1b3-10ad37e2bd74,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity tctuc,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
053d480c-f1a5-455f-94d5-caef4ee81f1e,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity hiewr,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
053e23bb-4920-4cf9-8c35-972681d38cd1,"#N/A",2021-02-02,"#N/A",Pipeline,"#N/A",Opportunity bhuhf,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A"
